Combo,Mins,Avg_Poss,NetRtg,ORtg,DRtg,PF_100,PA_100,FGM_100,FGA_100,FG3M_100,FG3A_100,FTM_100,FTA_100,ORB_100,DRB_100,AST_100,STL_100,BLK_100,TOV_100,Foul_100,REB_100,Team
"Coryon Mason, Damien Daniels, Kolton Kohl",445.0,934.5,20.96,96.13583138173301,75.17241379310344,96.14,89.34,53.98,98.71,8.2,26.58,0.0,0.0,14.99,26.81,0.0,12.65,3.04,16.28,24.82,41.8,Abilene Christian Wildcats
"Coryon Mason, Damien Daniels, Payten Ricks",445.0,934.5,20.96,96.13583138173301,75.17241379310344,96.14,89.34,53.98,98.71,8.2,26.58,0.0,0.0,14.99,26.81,0.0,12.65,3.04,16.28,24.82,41.8,Abilene Christian Wildcats
"Coryon Mason, Damien Daniels, Joe Pleasant",445.0,934.5,20.96,96.13583138173301,75.17241379310344,96.14,89.34,53.98,98.71,8.2,26.58,0.0,0.0,14.99,26.81,0.0,12.65,3.04,16.28,24.82,41.8,Abilene Christian Wildcats
"Clay Gayman, Joe Pleasant, Payten Ricks",239.5,491.0,20.24,95.0920245398773,74.84787018255578,95.09,75.46,53.99,96.52,8.18,24.34,0.0,0.0,14.52,31.08,0.0,10.22,3.68,18.0,25.77,45.6,Abilene Christian Wildcats
"Clay Gayman, Coryon Mason, Joe Pleasant",239.5,491.0,20.24,95.0920245398773,74.84787018255578,95.09,75.46,53.99,96.52,8.18,24.34,0.0,0.0,14.52,31.08,0.0,10.22,3.68,18.0,25.77,45.6,Abilene Christian Wildcats
"Clay Gayman, Joe Pleasant, Reggie Miller",239.5,491.0,20.24,95.0920245398773,74.84787018255578,95.09,75.46,53.99,96.52,8.18,24.34,0.0,0.0,14.52,31.08,0.0,10.22,3.68,18.0,25.77,45.6,Abilene Christian Wildcats
"Clay Gayman, Coryon Mason, Payten Ricks",284.5,568.5,18.17,94.69964664310953,76.5323992994746,94.7,77.21,53.36,97.0,8.3,25.27,0.0,0.0,14.31,31.63,0.0,10.07,3.53,17.31,25.09,45.94,Abilene Christian Wildcats
"Clay Gayman, Coryon Mason, Reggie Miller",284.5,568.5,18.17,94.69964664310953,76.5323992994746,94.7,77.21,53.36,97.0,8.3,25.27,0.0,0.0,14.31,31.63,0.0,10.07,3.53,17.31,25.09,45.94,Abilene Christian Wildcats
"Damien Daniels, Joe Pleasant, Payten Ricks",525.0,1084.5,16.6,94.41117764471058,77.80634104541559,94.41,90.62,53.19,98.9,8.18,27.05,0.0,0.0,15.57,26.85,0.0,12.38,2.69,16.67,24.85,42.42,Abilene Christian Wildcats
"Damien Daniels, Joe Pleasant, Kolton Kohl",525.0,1084.5,16.6,94.41117764471058,77.80634104541559,94.41,90.62,53.19,98.9,8.18,27.05,0.0,0.0,15.57,26.85,0.0,12.38,2.69,16.67,24.85,42.42,Abilene Christian Wildcats
"Damien Daniels, Kolton Kohl, Payten Ricks",525.0,1084.5,16.6,94.41117764471058,77.80634104541559,94.41,90.62,53.19,98.9,8.18,27.05,0.0,0.0,15.57,26.85,0.0,12.38,2.69,16.67,24.85,42.42,Abilene Christian Wildcats
"Clay Gayman, Payten Ricks, Reggie Miller",324.5,659.0,16.07,93.25153374233128,77.17717717717719,93.25,78.83,53.22,96.93,7.67,24.69,0.0,0.0,14.42,31.29,0.0,9.82,3.68,17.48,26.23,45.71,Abilene Christian Wildcats
"Coryon Mason, Joe Pleasant, Payten Ricks",889.5,1808.5,15.1,93.00578034682081,77.90143084260731,93.01,84.97,52.31,97.75,8.44,26.42,0.0,0.0,15.09,27.57,0.0,11.56,3.18,17.34,25.66,42.66,Abilene Christian Wildcats
"Coryon Mason, Joe Pleasant, Kolton Kohl",650.0,1317.5,13.2,92.18372280419017,78.98134863701578,92.18,88.72,51.65,98.23,8.54,27.24,0.0,0.0,15.31,26.19,0.0,12.09,2.98,17.08,25.62,41.5,Abilene Christian Wildcats
"Coryon Mason, Kolton Kohl, Payten Ricks",650.0,1317.5,13.2,92.18372280419017,78.98134863701578,92.18,88.72,51.65,98.23,8.54,27.24,0.0,0.0,15.31,26.19,0.0,12.09,2.98,17.08,25.62,41.5,Abilene Christian Wildcats
"Joe Pleasant, Kolton Kohl, Payten Ricks",730.0,1467.5,10.77,91.36069114470843,80.59508408796894,91.36,89.7,51.33,98.42,8.5,27.5,0.0,0.0,15.69,26.28,0.0,11.95,2.74,17.28,25.56,41.97,Abilene Christian Wildcats
"Joe Pleasant, Payten Ricks, Reggie Miller",444.5,874.0,8.88,89.95433789954338,81.07798165137615,89.95,80.71,50.68,96.8,8.68,26.26,0.0,0.0,15.18,28.31,0.0,10.5,3.31,18.38,26.48,43.49,Abilene Christian Wildcats
"Coryon Mason, Joe Pleasant, Reggie Miller",444.5,874.0,8.88,89.95433789954338,81.07798165137615,89.95,80.71,50.68,96.8,8.68,26.26,0.0,0.0,15.18,28.31,0.0,10.5,3.31,18.38,26.48,43.49,Abilene Christian Wildcats
"Coryon Mason, Payten Ricks, Reggie Miller",489.5,951.5,8.56,90.1364113326338,81.57894736842105,90.14,81.32,50.58,97.06,8.71,26.65,0.0,0.0,15.01,28.86,0.0,10.39,3.25,17.94,26.02,43.87,Abilene Christian Wildcats
"Clay Gayman, Coryon Mason, Hayden Howell",45.0,77.5,5.03,92.20779220779221,87.17948717948718,92.21,88.31,49.35,100.0,9.09,31.17,0.0,0.0,12.99,35.06,0.0,9.09,2.6,12.99,20.78,48.05,Abilene Christian Wildcats
"Coryon Mason, Hayden Howell, Payten Ricks",45.0,77.5,5.03,92.20779220779221,87.17948717948718,92.21,88.31,49.35,100.0,9.09,31.17,0.0,0.0,12.99,35.06,0.0,9.09,2.6,12.99,20.78,48.05,Abilene Christian Wildcats
"Coryon Mason, Hayden Howell, Reggie Miller",45.0,77.5,5.03,92.20779220779221,87.17948717948718,92.21,88.31,49.35,100.0,9.09,31.17,0.0,0.0,12.99,35.06,0.0,9.09,2.6,12.99,20.78,48.05,Abilene Christian Wildcats
"Clay Gayman, Hayden Howell, Reggie Miller",85.0,168.0,3.92,87.73006134969326,83.8150289017341,87.73,88.96,50.92,98.16,6.13,25.77,0.0,0.0,14.11,31.9,0.0,8.59,3.68,15.95,27.61,46.01,Abilene Christian Wildcats
"Hayden Howell, Payten Ricks, Reggie Miller",85.0,168.0,3.92,87.73006134969326,83.8150289017341,87.73,88.96,50.92,98.16,6.13,25.77,0.0,0.0,14.11,31.9,0.0,8.59,3.68,15.95,27.61,46.01,Abilene Christian Wildcats
"Clay Gayman, Hayden Howell, Payten Ricks",85.0,168.0,3.92,87.73006134969326,83.8150289017341,87.73,88.96,50.92,98.16,6.13,25.77,0.0,0.0,14.11,31.9,0.0,8.59,3.68,15.95,27.61,46.01,Abilene Christian Wildcats
"Hayden Howell, Reggie Miller, Trey Lenox",40.0,90.5,2.67,83.72093023255815,81.05263157894737,83.72,89.53,52.33,96.51,3.49,20.93,0.0,0.0,15.12,29.07,0.0,8.14,4.65,18.6,33.72,44.19,Abilene Christian Wildcats
"Payten Ricks, Reggie Miller, Trey Lenox",40.0,90.5,2.67,83.72093023255815,81.05263157894737,83.72,89.53,52.33,96.51,3.49,20.93,0.0,0.0,15.12,29.07,0.0,8.14,4.65,18.6,33.72,44.19,Abilene Christian Wildcats
"Clay Gayman, Hayden Howell, Trey Lenox",40.0,90.5,2.67,83.72093023255815,81.05263157894737,83.72,89.53,52.33,96.51,3.49,20.93,0.0,0.0,15.12,29.07,0.0,8.14,4.65,18.6,33.72,44.19,Abilene Christian Wildcats
"Clay Gayman, Payten Ricks, Trey Lenox",40.0,90.5,2.67,83.72093023255815,81.05263157894737,83.72,89.53,52.33,96.51,3.49,20.93,0.0,0.0,15.12,29.07,0.0,8.14,4.65,18.6,33.72,44.19,Abilene Christian Wildcats
"Clay Gayman, Reggie Miller, Trey Lenox",40.0,90.5,2.67,83.72093023255815,81.05263157894737,83.72,89.53,52.33,96.51,3.49,20.93,0.0,0.0,15.12,29.07,0.0,8.14,4.65,18.6,33.72,44.19,Abilene Christian Wildcats
"Hayden Howell, Payten Ricks, Trey Lenox",40.0,90.5,2.67,83.72093023255815,81.05263157894737,83.72,89.53,52.33,96.51,3.49,20.93,0.0,0.0,15.12,29.07,0.0,8.14,4.65,18.6,33.72,44.19,Abilene Christian Wildcats
"Kolton Kohl, Payten Ricks, Reggie Miller",205.0,383.0,-5.72,83.4625322997416,89.18205804749341,83.46,87.34,46.51,97.16,9.3,28.68,0.0,0.0,16.02,24.81,0.0,10.85,2.84,18.86,27.39,40.83,Abilene Christian Wildcats
"Coryon Mason, Kolton Kohl, Reggie Miller",205.0,383.0,-5.72,83.4625322997416,89.18205804749341,83.46,87.34,46.51,97.16,9.3,28.68,0.0,0.0,16.02,24.81,0.0,10.85,2.84,18.86,27.39,40.83,Abilene Christian Wildcats
"Joe Pleasant, Kolton Kohl, Reggie Miller",205.0,383.0,-5.72,83.4625322997416,89.18205804749341,83.46,87.34,46.51,97.16,9.3,28.68,0.0,0.0,16.02,24.81,0.0,10.85,2.84,18.86,27.39,40.83,Abilene Christian Wildcats
"Joe Pleasant, Payten Ricks, Trey Lenox",40.0,83.0,-6.88,82.14285714285714,89.02439024390245,82.14,86.9,52.38,98.81,5.95,21.43,0.0,0.0,17.86,26.19,0.0,11.9,0.0,19.05,23.81,44.05,Abilene Christian Wildcats
"Joe Pleasant, Kolton Kohl, Trey Lenox",40.0,83.0,-6.88,82.14285714285714,89.02439024390245,82.14,86.9,52.38,98.81,5.95,21.43,0.0,0.0,17.86,26.19,0.0,11.9,0.0,19.05,23.81,44.05,Abilene Christian Wildcats
"Damien Daniels, Payten Ricks, Trey Lenox",40.0,83.0,-6.88,82.14285714285714,89.02439024390245,82.14,86.9,52.38,98.81,5.95,21.43,0.0,0.0,17.86,26.19,0.0,11.9,0.0,19.05,23.81,44.05,Abilene Christian Wildcats
"Damien Daniels, Kolton Kohl, Trey Lenox",40.0,83.0,-6.88,82.14285714285714,89.02439024390245,82.14,86.9,52.38,98.81,5.95,21.43,0.0,0.0,17.86,26.19,0.0,11.9,0.0,19.05,23.81,44.05,Abilene Christian Wildcats
